Year,Monthh,Gold,Platinum,Palladium,Silver
1990,4,374.5855263,478.0065789,127.0671053,5.059
1990,5,368.9535714,488.0892857,119.5369048,5.073047619
1990,6,352.4940476,481.347619,115.547619,4.918285714
1990,7,362.175,479.0886364,117.0829545,4.871
1990,8,394.7943182,491.8988636,115.6068182,5.001840909
1990,9,389.44125,462.0475,105.2375,4.803775
1990,10,381.0358696,424.4913043,95.50108696,4.389108696
1990,11,381.7954545,421.7227273,93.775,4.172886364
1990,12,377.0632353,421.5411765,89.97352941,4.074294118
1991,1,384.1147727,408.1818182,87.01136364,4.050409091
1991,2,363.78875,386.58,84.34,3.73765
1991,3,363.3625,400.39375,86.10375,3.948125
1991,4,358.2166667,397.3869048,96.59642857,3.982142857
1991,5,357.0309524,389.6392857,95.48452381,4.048285714
1991,6,366.5460526,375.5684211,97.09210526,4.387710526
1991,7,367.848913,376.0521739,94.62065217,4.3475
1991,8,356.5130952,347.1416667,83.05357143,3.9575
1991,9,348.5988095,349.0928571,81.92857143,4.03747619
1991,10,358.7565217,362.5043478,85.28478261,4.115391304
1991,11,360.0630952,364.9654762,85.33928571,4.072285714
1991,12,362.1041667,356.6388889,82.95555556,3.954527778
1992,1,354.4420455,341.4613636,82.99431818,4.121409091
1992,2,353.8825,361.88625,85.49125,4.1457
1992,3,344.4886364,356.8943182,84.39318182,4.110431818
1992,4,338.6725,347.6425,83.46375,4.0525
1992,5,337.1394737,358.2631579,82.74736842,4.074605263
1992,6,340.7943182,369.1715909,80.66477273,4.063909091
1992,7,352.5858696,383.2402174,87.03152174,3.967521739
1992,8,343.33,359.75625,85.5125,3.818425
1992,9,345.3647727,362.1340909,90.84886364,3.770159091
1992,10,344.3284091,358.0977273,94.72045455,3.749772727
1992,11,334.9702381,355.9107143,94.49404762,3.77102381
1992,12,334.8223684,362.5355263,106.6671053,3.731631579
1993,1,329.00125,359.30375,109.8675,3.68425
1993,2,329.31,359.045,110.51875,3.659975
1993,3,330.026087,350.2423913,106.2663043,3.647021739
1993,4,342.04875,369.03875,114.72625,3.964025
1993,5,367.1118421,384.8802632,119.55,4.455157895
1993,6,371.9022727,383.3147727,127.025,4.374840909
1993,7,392.1113636,403.1568182,139.4431818,5.019431818
1993,8,379.3166667,392.9928571,136.902381,4.844857143
1993,9,355.4181818,362.4772727,121.4284091,4.218522727
1993,10,364.0916667,367.9261905,129.6845238,4.34302381
1993,11,373.8829545,374.5147727,128.175,4.533159091
1993,12,382.9868421,382.1828947,124.7618421,4.957921053
1994,1,386.9925,387.74125,124.31,5.1427
1994,2,381.78375,393.855,131.7825,5.247275
1994,3,384.0641304,400.2847826,133.0347826,5.434956522
1994,4,377.5894737,396.3592105,133.5934211,5.308210526
1994,5,381.3775,398.2875,136.10125,5.42495
1994,6,385.6784091,401.3159091,137.1977273,5.387613636
1994,7,385.4702381,411.5547619,146.072619,5.282571429
1994,8,380.2806818,412.2193182,152.1477273,5.194522727
1994,9,391.4613636,417.2477273,152.9568182,5.523681818
1994,10,389.9678571,419.3309524,154.602381,5.455095238
1994,11,384.3829545,412.5136364,156.4715909,5.192409091
1994,12,379.2486111,409.2902778,153.4666667,4.780027778
1995,1,378.6440476,413.7238095,156.0535714,4.76947619
1995,2,376.6925,414.03875,156.9125,4.721725
1995,3,381.9695652,416.6978261,162.6978261,4.64826087
1995,4,391.1847222,448.7777778,169.7819444,5.503
1995,5,385.225,436.9130952,160.4869048,5.540547619
1995,6,387.5886364,438.4602273,158.5625,5.363704545
1995,7,386.1857143,433.5892857,155.3547619,5.164761905
1995,8,383.5784091,424.8170455,149.6454545,5.389909091
1995,9,382.9928571,429.8059524,143.4666667,5.434952381
1995,10,383.1693182,412.8034091,136.8852273,5.374136364
1995,11,385.2579545,413.2261364,134.2931818,5.315068182
1995,12,387.4735294,410.3735294,131.9132353,5.185352941
1996,1,399.0738636,416.1852273,129.6193182,5.479795455
1996,2,404.8404762,420.375,139.3409524,5.650047619
1996,3,396.3595238,411.1928571,138.1761905,5.529880952
1996,4,392.85875,404.20625,136.35,5.4105
1996,5,391.9619048,401.3619048,132.0488095,5.365857143
1996,6,385.25875,392.59875,129.55375,5.161325
1996,7,383.4652174,393.4597826,131.95,5.063978261
1996,8,387.4297619,400.1904762,127.0809524,5.129666667
1996,9,383.2130952,389.9797619,121.5988095,5.036547619
1996,10,380.9869565,384.1265217,117.5271739,4.927586957
1996,11,377.8595238,381.9642857,116.9940476,4.83147619
1996,12,369.1736111,370.4444444,117.1458333,4.822638889
1997,1,355.0647727,359.5477273,121.2102273,4.773613636
1997,2,346.49125,364.84625,136.13375,5.072175
1997,3,352.0592105,379.5921053,149.0236842,5.203157895
1997,4,344.5897727,371.0568182,153.5659091,4.772568182
1997,5,343.97,389.3375,171.115,4.7594
1997,6,340.7809524,431.0630952,203.1190476,4.755238095
1997,7,323.9423913,415.5326087,187.6684783,4.372434783
1997,8,324.00375,425.325,213.8375,4.496175
1997,9,322.7193182,424.8465909,190.8295455,4.731863636
1997,10,324.8630435,423.4565217,205.076087,5.034804348
1997,11,306.19125,392.6,208.1625,5.077925
1997,12,288.5552632,367.1539474,198.7697368,5.759078947
1998,1,289.1797619,374.7166667,225.4464286,5.881952381
1998,2,297.6175,386.53125,236.8125,6.831675
1998,3,295.9056818,398.7102273,262.2613636,6.242931818
1998,4,308.42125,413.5,322.2,6.332625
1998,5,299.0355263,389.1973684,353.9473684,5.561
1998,6,292.2704545,355.7954545,286.7840909,5.266704545
1998,7,292.8728261,378.0815217,306.4673913,5.455217391
1998,8,284.16875,369.6875,287.1125,5.182
1998,9,288.8215909,359.8352273,283.2272727,4.999204545
1998,10,296.2613636,342.4715909,277.7613636,4.99875
1998,11,294.1342105,346.5592105,276.5723684,4.970657895
1998,12,291.7447368,349.9144737,295.6578947,4.867236842
1999,1,287.225,354.31625,321.73125,5.146
1999,2,287.41125,364.64375,350.98125,5.530625
1999,3,286.1021739,370.298913,352.951087,5.190326087
1999,4,282.61875,357.58625,360.51875,5.066875
1999,5,276.6868421,355.8026316,328.9342105,5.269736842
1999,6,261.3579545,356.6136364,337.0431818,5.034318182
1999,7,256.1386364,349.2784091,332.2386364,5.17925
1999,8,256.8142857,349.952381,340.077381,5.272619048
1999,9,262.8559524,370.3333333,360.755,5.215
1999,10,311.1404762,421.9404762,387.0714286,5.411547619
1999,11,293.4170455,434.5795455,401.1590909,5.155113636
1999,12,283.2986842,439.9210526,423.5657895,5.157763158
2000,1,284.4525,440.775,452.0125,5.188125
2000,2,300.3595238,516.3333333,635.6904762,5.246547619
2000,3,286.5467391,480.0326087,666.0652174,5.063804348
2000,4,280.05,499.5294118,573.0588235,5.066323529
2000,5,275.2392857,526.0952381,570.452381,4.985952381
2000,6,285.55,558.875,647.0909091,4.997159091
2000,7,281.8690476,560.3809524,703.1547619,4.969166667
2000,8,274.4954545,577.6818182,760.375,4.884318182
2000,9,273.677381,592.4047619,728.3809524,4.890238095
2000,10,270.2011364,579.4204545,739.6477273,4.830227273
2000,11,265.9977273,593.4204545,783.9886364,4.679204545
2000,12,271.5882353,610.6470588,911.5588235,4.647647059
2001,1,265.7102273,621.5113636,1040.75,4.662840909
2001,2,261.94125,601.2,973.425,4.550375
2001,3,263.15,584.9886364,780.8636364,4.399659091
2001,4,260.6144737,594.8684211,697.2105263,4.367105263
2001,5,272.2059524,609.952381,654.6666667,4.429047619
2001,6,270.4845238,579.4166667,613.9166667,4.362619048
2001,7,267.6222727,531.375,525.2954545,4.254318182
2001,8,272.5215909,451.3125,455.1818182,4.2
2001,9,282.90625,457.775,442.45,4.35175
2001,10,283.1563043,431.673913,335.2336957,4.401195652
2001,11,276.2284091,429.5909091,328.6477273,4.121704545
2001,12,275.8544118,460.8235294,397.7352941,4.334264706
2002,1,281.78375,473.3875,411.275,4.515375
2002,2,295.58875,471.25,374.2,4.4225
2002,3,294.2025,512.15,374.55,4.532375
2002,4,302.772619,540.8809524,369.8571429,4.570952381
2002,5,314.4863636,534.4204545,356.6590909,4.707840909
2002,6,321.6573529,555.8529412,336.2205882,4.893382353
2002,7,313.4293478,526.2173913,322.6304348,4.914673913
2002,8,310.15,545.4166667,324.6904762,4.547261905
2002,9,318.9630952,555.8392857,327.7380952,4.553333333
2002,10,316.6521739,580.5434783,316.5869565,4.402934783
2002,11,319.2238095,588.202381,285.5952381,4.5065
2002,12,332.0222222,596.6597222,243.25,4.632127778
2003,1,356.8613636,629.625,257.2045455,4.812727273
2003,2,359.2725,682.25,253.2,4.652375
2003,3,341.05,675.7619048,224.8452381,4.528333333
2003,4,328.19375,624.7,162.75,4.4945
2003,5,355.54875,650.725,167.1,4.744125
2003,6,356.6321429,661.75,179.4880952,4.526190476
2003,7,350.8923913,681.9347826,173.2608696,4.796956522
2003,8,359.38,692.375,181.7625,4.991
2003,9,378.9022727,705.2954545,210.8863636,5.170795455
2003,10,379.0119565,732.3804348,201.4021739,5.002173913
2003,11,390.055,759.975,197,5.17775
2003,12,406.9789474,807.4736842,198.2828947,5.597105263
2004,1,414.1416667,851.3214286,216.2678571,6.316428571
2004,2,404.80375,846.2125,235.04375,6.440625
2004,3,406.3217391,899.5434783,268.9945652,7.225434783
2004,4,404.155,881.3375,296.675,7.055
2004,5,383.8526316,809.4342105,246.0315789,5.847368421
2004,6,392.0715909,807.3409091,229.5681818,5.861818182
2004,7,398.2659091,809.3295455,220.3693182,6.314090909
2004,8,400.1785714,847.3928571,215.5535714,6.659285714
2004,9,405.3272727,848.1818182,211.3636364,6.403409091
2004,10,420.3857143,842.8214286,218.0654762,7.095
2004,11,439.2227273,854.2954545,213.8522727,7.492613636
2004,12,442.675,849.1184211,192.4473684,7.130789474
2005,1,424.055,858.8125,185.8125,6.60925
2005,2,423.39,864.5875,182.5875,7.03
2005,3,434.3380952,867.74,197.4821429,7.256071429
2005,4,429.1869048,865.2857143,198.625,7.118809524
2005,5,422.3875,866.65,185.4125,7.017125
2005,6,430.4329545,880.2272727,186.5170455,7.310454545
2005,7,424.6119048,874.0119048,184.4880952,7.01452381
2005,8,437.8511364,899.2727273,186.7272727,7.041931818
2005,9,455.9875,914.6136364,188.8409091,7.153636364
2005,10,470.002381,931.0357143,207.625,7.67047619
2005,11,476.6715909,962.8806818,245.7159091,7.8725
2005,12,509.8222222,979.7222222,266.4027778,8.636944444
2006,1,549.6488095,1029.02381,273.6309524,9.153809524
2006,2,555.25625,1041.4,289.4,9.534875
2006,3,557.1543478,1041.521739,310.1956522,10.38423913
2006,4,611.2527778,1101.583333,353.0763889,12.61486111
2006,5,676.0880952,1264.357143,369.0714286,13.44857143
2006,6,597.0215909,1188.045455,315.9545455,10.79636364
2006,7,633.4130952,1228.988095,318.1845238,11.23238095
2006,8,632.0829545,1233.727273,329.0568182,12.1775
2006,9,599.1678571,1184.630952,323.2619048,11.67690476
2006,10,586.2136364,1083.840909,313.0340909,11.55863636
2006,11,627.3261364,1182.579545,324.5340909,12.93113636
2006,12,629.7544118,1122.029412,326.0147059,13.43823529
2007,1,630.7818182,1147.863636,336.8636364,12.79318182
2007,2,664.92375,1204.975,341.73125,13.91
2007,3,655.3977273,1219,349.9943182,13.18431818
2007,4,679.6881579,1278.289474,368.6447368,13.73842105
2007,5,667.5821429,1302.333333,367.4738095,13.14642857
2007,6,655.5952381,1286.738095,368.6071429,13.14404762
2007,7,665.2806818,1303.647727,366.2329545,12.90931818
2007,8,664.9545455,1264.420455,343.5852273,12.36318182
2007,9,711.64875,1307.1,334.74375,12.8335
2007,10,754.5423913,1410.23913,365.4347826,13.67043478
2007,11,808.6454545,1448.454545,362.9431818,14.70159091
2007,12,802.2485294,1483.794118,350.4264706,14.26911765
2008,1,886.9130952,1578.285714,373.8333333,15.92357143
2008,2,923.2904762,1997.380952,467.6428571,17.56904762
2008,3,969.7315789,2052.394737,489.5526316,19.50526316
2008,4,909.9452381,1986.5,446.2142857,17.46761905
2008,5,886.9671053,2047.947368,434.9342105,17.01105263
2008,6,889.5119048,2039.428571,448.9642857,16.96904762
2008,7,940.4695652,1910.217391,427.2608696,18.03391304
2008,8,839.74375,1490.1875,315.975,14.68575
2008,9,827.4261364,1224.295455,248.9204545,12.37295455
2008,10,809.7282609,913.4130435,190.8478261,10.41391304
2008,11,759.35625,841.275,207.15,9.86525
2008,12,816.3881579,837.9736842,176.0131579,10.25842105
2009,1,858.2083333,951.3333333,187.9761905,11.29142857
2009,2,941.4625,1036.9,206.45,13.4125
2009,3,925.1306818,1081.75,202.6022727,13.11681818
2009,4,891.43125,1163.8,227.0375,12.51475
2009,5,927.75,1132.026316,229.8421053,14.02894737
2009,6,946.6931818,1219.431818,245.8295455,14.65409091
2009,7,934.25,1161.76087,248.3913043,13.36173913
2009,8,949.44,1244.625,275.475,14.3475
2009,9,996.5170455,1289.193182,293.1590909,16.38954545
2009,10,1043.335227,1333.068182,321.7954545,17.23613636
2009,11,1126.577381,1401.404762,351.7380952,17.82130952
2009,12,1136.486842,1444.526316,372.2763158,17.72736842
2010,1,1118.76875,1563.275,434.1625,17.787
2010,2,1095.60625,1520.675,424.975,15.873
2010,3,1114.445652,1599.73913,461.326087,17.10608696
2010,4,1148.58125,1716.525,533.5,18.0995
2010,5,1204.877632,1626.394737,489.6578947,18.41842105
2010,6,1232.651136,1552.840909,461.8409091,18.45477273
2010,7,1194.482955,1526.181818,455.8977273,17.96045455
2010,8,1214.636905,1541.107143,488.1666667,18.35714286
2010,9,1271.210227,1591.556818,538.6931818,20.54977273
2010,10,1342.607143,1688.654762,591.7380952,23.39333333
2010,11,1370.835227,1694.511364,683.0681818,26.54090909
2010,12,1391.934211,1708.921053,752.7763158,29.29631579
2011,1,1358.4375,1787,793.125,28.4025
2011,2,1372.01875,1825.95,820.975,30.7785
2011,3,1423.429348,1769.076087,761.8478261,35.81347826
2011,4,1474.118056,1794.25,771.2222222,41.96555556
2011,5,1511.3125,1785.9,736.075,36.75
2011,6,1528.519318,1770.022727,770.7386364,35.795
2011,7,1570.667857,1758.47619,788.1309524,37.91714286
2011,8,1757.653409,1805.147727,763.4090909,40.29818182
2011,9,1776.244318,1751.920455,710.8409091,38.15454545
2011,10,1666.553571,1535.690476,616.3952381,31.9747619
2011,11,1737.477273,1596.511364,627.0681818,33.08181818
2011,12,1655.944444,1469.180556,642.9583333,30.60166667
2012,1,1656.107143,1506.833333,658.9404762,30.76857143
2012,2,1742.857143,1658.071429,689.8095238,34.14047619
2012,3,1674.414773,1656.659091,684.8863636,32.95318182
2012,4,1649.302632,1587.210526,656.1315789,31.55236842
2012,5,1585.309091,1468.727273,617.3295455,28.66590909
2012,6,1596.164474,1447.131579,612.7236842,28.04710526
2012,7,1593.346591,1426.409091,579.3409091,27.43181818
2012,8,1625.857955,1450.136364,600.1363636,28.69681818
2012,9,1743.1875,1620.775,657.525,33.6085
2012,10,1746.744565,1636.043478,620.4891304,33.16391304
2012,11,1722.795455,1576.522727,635.6363636,32.77318182
2012,12,1686.529412,1592.147059,691.2058824,32.18588235
2013,1,1671.420455,1643.625,712.5113636,31.11227273
2013,2,1629.1375,1674.75,751.7,30.32875
2013,3,1591.9375,1583.05,755.0875,28.7985
2013,4,1485.494048,1489.059524,703.0952381,25.19857143
2013,5,1415.011905,1476.47619,720.952381,23.01190476
2013,6,1342.53125,1430.975,714.075,21.109
2013,7,1285.53587,1400.695652,717.1413043,19.71021739
2013,8,1346.071429,1493.428571,740.2619048,21.83833333
2013,9,1348.630952,1459.404762,708.9285714,22.56380952
2013,10,1315.293478,1413.521739,724.5,21.91695652
2013,11,1276.619048,1421.238095,733.6309524,20.75761905
2013,12,1224.75,1358.833333,718.8333333,19.62666667
2014,1,1243.931818,1422.545455,733.8181818,19.90636364
2014,2,1299.84375,1409.525,727.55,20.82775
2014,3,1336.321429,1451.119048,772.1428571,20.73571429
2014,4,1299.0875,1431.325,791.0375,19.7095
2014,5,1288.21875,1456.1,820.35,19.36025
2014,6,1278.47619,1452.595238,832.2619048,19.78095238
2014,7,1311.978261,1492,871.3043478,20.92456522
2014,8,1296.49625,1449.125,875.8,19.8005
2014,9,1240.073864,1363.818182,842.9772727,18.49136364
2014,10,1223.027174,1260.380435,777.9782609,17.19
2014,11,1176.35625,1209.3,779.45,15.973
2014,12,1202.013158,1217.921053,805.1315789,16.27894737
2015,1,1250.589286,1243.309524,784.5952381,17.09809524
2015,2,1229.14375,1199.075,785.8,16.8425
2015,3,1179.632955,1139.590909,787.0681818,16.22227273
2015,4,1198.08125,1150.625,768,16.319
2015,5,1198.368421,1141.157895,784.6052632,16.80052632
2015,6,1181.876136,1090,727.5909091,16.09636364
2015,7,1130.808696,1014.369565,643.0217391,15.07217391
2015,8,1117.5,983.85,594.675,14.9375
2015,9,1124.718182,967.2272727,607.2272727,14.71818182
2015,10,1158.184091,976.25,690.4318182,15.70681818
2015,11,1087.045238,886.5,575.7261905,14.50666667
2015,12,1068.35,858.6842105,551.4473684,14.05842105
2016,1,1096.515,853.775,499.05,14.01575
2016,2,1197.402381,919.4761905,505,15.06809524
2016,3,1246.325,968.0238095,565.5952381,15.42047619
2016,4,1241.857143,993.5,573.4047619,16.25880952
2016,5,1259.57625,1034.775,577.125,16.88875
2016,6,1274.992045,984.2272727,552.2045455,17.18113636
2016,7,1337.377381,1086.357143,644.1428571,19.92857143
2016,8,1340.975,1125.454545,699.9772727,19.64022727
2016,9,1326.346591,1047.25,682.2727273,19.28477273
2016,10,1267.74881,959.7857143,649.5,17.73714286
2016,11,1238.136364,953.7727273,694.6363636,17.41545455
2016,12,1152.179167,920.6111111,711.9583333,16.41888889
2017,1,1192.632143,971.3333333,747.3809524,16.80761905
2017,2,1233.87375,1006.875,773.9,17.87425
2017,3,1231.078261,963.3043478,775.673913,17.58782609
2017,4,1266.388889,960.5277778,799.5277778,18.05833333
2017,5,1245.127381,928.9047619,793.2619048,16.7647619
2017,6,1260.767045,931.9318182,863.9090909,16.94590909
2017,7,1235.660714,917.6666667,855.8333333,16.14380952
2017,8,1282.018182,972.1363636,911.2954545,16.90909091
2017,9,1316.011905,967.6666667,936.047619,17.44857143
2017,10,1280.095455,921.1590909,958.3409091,16.93727273
2017,11,1282.736364,933.7045455,1000.261364,17.005
2017,12,1262.488235,905.3823529,1018.382353,16.11852941
2018,1,1332.2375,989.2159091,1094.863636,17.16840909
2018,2,1332.65,989.075,1022.9,16.65925
2018,3,1325.109524,954.7619048,987.1428571,16.47047619
2018,4,1334.56,924.025,970.25,16.6085
2018,5,1303.164286,904.3333333,979.1428571,16.46833333
2018,6,1281.846429,884.8571429,985.3095238,16.52333333
2018,7,1238.294318,831.4204545,931.0681818,15.71
2018,8,1201.552273,805.7159091,917.5909091,15.005
2018,9,1198.835,804.2625,1011.025,14.263
2018,10,1215.059783,829.076087,1082.891304,14.58369565
2018,11,1221.110227,846.6590909,1139.306818,14.36681818
2018,12,1249.452778,791.7777778,1247.5,14.69638889
2019,1,1291.6875,807.3409091,1331.227273,15.59022727
2019,2,1319.91,817.775,1441.45,15.80625
2019,3,1301.591667,842.7857143,1533.333333,15.32071429
2019,4,1287.0475,886.85,1389,15.042
2019,5,1283.52619,833.4285714,1331.166667,14.62547619
2019,6,1358.765,808.4,1441.675,14.99575
2019,7,1413.794565,844.5434783,1544.130435,15.74521739
2019,8,1496.47375,855.4,1451,17.0755
2019,9,1510.825,944.3095238,1600.857143,18.17
2019,10,1494.780435,896.6956522,1726.065217,17.62456522
2019,11,1470.969048,901.9285714,1768.547619,17.17952381
2019,12,1478.768421,922.5263158,1904.447368,17.08947368
2020,1,1560.670455,987.9545455,2243.613636,17.965
2020,2,1597.96,963.075,2528.525,17.922
2020,3,1592.845455,762.25,2121.022727,14.91818182
2020,4,1679.992105,755.2105263,2103.105263,15.01868421
2020,5,1716.039474,794.2368421,1903.552632,16.23236842
2020,6,1733.125,821.4090909,1922.840909,17.71977273
2020,7,1842.059783,861.9130435,2037.065217,20.405
2020,8,1969.8675,941.3,2168.85,26.8925
2020,9,1922.847727,908.5,2295.090909,25.88613636
2020,10,1901.4,877.1590909,2348.431818,24.24613636
2020,11,1866.497619,913.9047619,2352.761905,24.04333333
2020,12,1856.083333,1027.142857,2343.142857,24.88738095
2021,1,1868.33,1090.225,2377.35,25.89675
2021,2,1811.09,1206.775,2347.125,27.351
2021,3,1719.892391,1180.73913,2473.326087,25.61347826
2021,4,1760.23875,1208.325,2776.425,25.64025
2021,5,1850.392105,1215.973684,2877.684211,27.46315789
2021,6,1835.331818,1124.636364,2721.863636,26.98159091
2021,7,1806.482955,1088.022727,2732.454545,25.75318182
2021,8,1784.027381,1008.666667,2541.547619,24.01595238
2021,9,1779.101136,975.6136364,2120.840909,23.30727273
2021,10,1775.677381,1017.142857,2016.880952,23.29642857
2021,11,1820.263636,1035.522727,2005.181818,24.19636364
2021,12,1788.541667,959.3692857,1803.642857,22.46809524
2022,1,1816.5375,995.125,2027.25,23.1285
2022,2,1857.00625,1049.4,2347.55,23.465
2022,3,1947.622826,1044.434783,2597.086957,25.24021739
2022,4,1934.469737,963.7631579,2321.763158,24.54105263
2022,5,1849.921429,959.1666667,2054.809524,21.90357143
2022,6,1834.575,950.85,1906.1,21.49025
2022,7,1737.605952,870.7142857,1972.547619,19.07619048
2022,8,1765.639773,910.7727273,2134.931818,19.75
2022,9,1684.175,878.1190476,2113.261905,18.83571429
2022,10,1665.02619,913.1428571,2082.952381,19.36309524
2022,11,1725.922727,988.8636364,1914.75,20.99886364
2022,12,1705.6525,960.05,1735.5,23.242
2023,1,1898.166667,1054.166667,1735.047619,23.74809524
2023,2,1856.32375,957.725,1544.625,22.0095
2023,3,1910.658696,928.4782609,1362.782609,21.91652174
2023,4,1999.629167,1023.555556,1471.5,24.99611111
2023,5,1941.005,1060.55,1483.175,24.19368421
2023,6,1943.256818,972.7954545,1348.886364,23.40840909
2023,7,1949.210714,947.4761905,1265.952381,24.04095238
2023,8,1920.621591,924.0454545,1249.045455,23.43863636
2023,9,1917.695238,922.2857143,1238.142857,23.23857143
2023,10,1828.279167,877.75,1174.75,21.27916667
